guid ausgelesen,Schweiz (codiert),Schweiz (uncodiert),Schweiz Kriterien,Bemerkungen,Remarques,Osservazioni
3D19BBBF-9C4B-4A19-B1AB-03F7FAFC6A92,CR,Vom Aussterben bedroht,"B2a, B2b (ii), B2c(ii)",Rezente Abnahme nachgewiesen,Déclin récent documenté,Declino recente accertato
A537679D-C57B-47C1-BC71-2F7254393269,CR,Vom Aussterben bedroht,"B2b (ii, iii, iv)","Ausschliesslich Larvennachweise 1910, 1942, 2009","Seules mentions de larves 1910, 1942 et 2009.","Solo rilevamento di larve 1910, 1942, 2009"
1E0755E9-FDEE-4CFE-89AC-7420FFA606E5,CR,Vom Aussterben bedroht,"B2a, B2b (ii,iii, iv)",,,
7AE215DE-1AAD-4979-A310-F57DC6B8A5C2,CR,Vom Aussterben bedroht,"B2a, B2b (ii, iii, iv)",,,
EF5D04C8-F738-4A7D-9615-916ADA9E8113,CR,Vom Aussterben bedroht,"B2a, B2b (iii, iv)",,,
C348FC1F-9DAB-4548-AB4C-51754B63FF44,CR,Vom Aussterben bedroht,"B2b (ii, iii, iv)",Sehr beschränktes Verbreitungsgebiet in CH,Aire très restreinte dans notre pays,Areale di distribuzione molto ristretto in CH
5D044A74-4AAA-45AD-BD4A-55B51FE54620,CR,Vom Aussterben bedroht,"B2a, B2b (ii, iii, iv)",Sehr beschränktes Verbreitungsgebiet in CH,Aire très restreinte dans notre pays,Areale di distribuzione molto ristretto in CH
1F68581A-3DD5-47F0-A851-F41CD21281B2,CR,Vom Aussterben bedroht,"B2a, B2b (ii, iii,  iv)",Rezente Abnahme nachgewiesen,Déclin récent documenté,Declino recente accertato
361720E9-E54B-4D5A-B2BD-9C33995FA388,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1910, grosse Flüsse, Mittelland","Dernière mention 1910, grandes rivières du Plateau","Ultimo rilevamento 1910, grandi fiumi dell’Altopiano"
FCDA91B5-EF2B-4F33-A9B0-233420D09530,RE,In der Schweiz ausgestorben,,"Einziger Nachweis 1870,grosse Flüsse Mittelland","Dernière mention 1870, grandes rivières du Plateau","Unico rilevamento 1870, grandi fiumi dell’Altopiano"
16095005-294F-4F7E-8D1B-C1246212C187,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1948, Flüsse Mittelland","Dernière mention 1948, rivières du Plateau","Ultimo rilevamento 1948, fiumi dell’Altopiano"
B34BCCA0-4B7C-4444-83FA-65F7688B0DBD,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1953, grosse Flüsse","Dernière mention 1953, grandes rivières","Ultimo rilevamento 1953, fiumi grandi"
011F26FF-2416-4E6C-9310-67E0599FCF45,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1886, grosse Flüsse Mittelland","Dernière mention 1886, grandes rivières, Plateau","Ultimo rilevamento 1886, grandi fiumi dell’Altopiano"
49FD0F83-3141-4ECA-BE72-BD6957912E20,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1961, grosse Flüsse Mittelland","Dernière mention 1961, grandes rivières, Plateau","Ultimo rilevamento 1961, grandi fiumi dell’Altopiano"
526842B3-C63C-474C-BC0A-B1A581244C57,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1949, grosse  Flüsse Mitelland","Dernière mention 1949, grandes rivières, Plateau","Ultimo rilevamento 1949, grandi fiumi dell’Altopiano"
B460CC4D-FC50-49F8-8AE0-6B66595EDD9D,LC,Nicht gefährdet,,,,
4D6B5A5E-FC4C-4917-8DEF-A9ABF4ABD878,LC,Nicht gefährdet,,,,
FCFD7EA1-649D-4A84-9B39-9CE218AE22D7,LC,Nicht gefährdet,,,,
18252122-D032-4571-B8C8-F06E5D150326,LC,Nicht gefährdet,,,,
835BC67A-60A4-4249-B2B6-7DE2BDAD4A79,LC,Nicht gefährdet,,,,
D0CD6040-0AFA-424E-AA39-189AF5D84852,LC,Nicht gefährdet,,,,
A9887B06-0456-4370-8238-2577A2A97050,LC,Nicht gefährdet,,,,
E9ADD8FA-8352-49E8-A146-BA8016013177,LC,Nicht gefährdet,,,,
B67268D2-AFA1-4E52-B74E-F780C8D74789,LC,Nicht gefährdet,,,,
8D07C2EC-8374-40DF-B489-07AA1E1B044D,LC,Nicht gefährdet,,,,
DA045931-E778-4DD8-954F-85EE48012982,LC,Nicht gefährdet,,,,
4346EFE5-5A6D-46B5-9EC1-8603AFDFDD4C,LC,Nicht gefährdet,,,,
327E4B01-677F-4E57-BE82-EB511F5FEFA5,LC,Nicht gefährdet,,,,
9E4AB636-5AF4-4CA9-AA21-DFF488C7A739,LC,Nicht gefährdet,,,,
A20F2DE8-DD09-4137-BE12-57F796AF4165,LC,Nicht gefährdet,,,,
3D6D94F7-721C-40EC-88AA-25DC2CC23DEC,LC,Nicht gefährdet,,,,
37F6D8B3-2D11-4E9C-8686-89E41E7C1FF2,LC,Nicht gefährdet,,,,
9D726948-BC55-4D9F-BF14-442BD7EA3C20,LC,Nicht gefährdet,,,,
5D5B23A7-75A2-4B82-9CFE-A8C4C28B22D7,LC,Nicht gefährdet,,,,
4DC63964-5885-4D95-B2DE-8217A1C36228,LC,Nicht gefährdet,,,,
05DC6E58-CE41-493D-A1B7-3071FA1C6B72,LC,Nicht gefährdet,,,,
E8BE5675-BD9F-4E7A-8F41-01CCB01AA425,LC,Nicht gefährdet,,,,
4297F80F-774C-475F-8045-8277B9B1DD24,LC,Nicht gefährdet,,,,
29D4AC3D-59C1-495D-8BCF-61FA75C06662,LC,Nicht gefährdet,,,,
1E5E2681-2411-4981-B113-90B03FA87F77,LC,Nicht gefährdet,,,,
73B42463-EC60-4A19-8B19-22D20D9B8F0E,LC,Nicht gefährdet,,,,
7FD9C9DA-4990-4C4F-9439-E324C247A9C4,LC,Nicht gefährdet,,,,
7834D1A9-2203-4470-A14C-208F27CD5DD9,LC,Nicht gefährdet,,,,
8A529C54-BC3C-4C10-AFC0-A894BA7EF5A7,LC,Nicht gefährdet,,,,
BD159142-A5D0-408D-AD6B-F729B0A87CFF,LC,Nicht gefährdet,,,,
8C59984C-5848-4E0D-89FE-F838DCC180A1,LC,Nicht gefährdet,,,,
FC435357-D2B8-4FE0-B203-B1943F2E5D61,LC,Nicht gefährdet,,,,
9B708981-4F29-4798-B5DE-18CD8826266D,LC,Nicht gefährdet,,,,
C2A6FE7A-1EA6-45AF-A856-0BD9D3297751,LC,Nicht gefährdet,,,,
103830BA-964C-4648-851E-E8B6BEF4C6C1,LC,Nicht gefährdet,,,,
8092D703-AFED-448A-974E-70654BDA721F,LC,Nicht gefährdet,,,,
2A01438A-DD14-48CC-8109-3601AC2354B1,LC,Nicht gefährdet,,,,
FB9F8A77-B33F-44B4-B011-71CE77DD138E,LC,Nicht gefährdet,,,,
0EA71918-271E-4B5A-A206-2470E40EC79A,LC,Nicht gefährdet,,,,
5E77D3D3-60C8-443E-B903-7BF71AC62679,LC,Nicht gefährdet,,,,
7FDE71E6-30DC-46CE-854D-908CB22BD4AE,LC,Nicht gefährdet,,,,
F2CCC155-F904-4A16-9935-4D962555088B,LC,Nicht gefährdet,,,,
C02E9995-8B71-41A5-B7D8-ED82896169AF,LC,Nicht gefährdet,,,,
8CD00272-4578-4BEF-8552-0496FC5CFD71,LC,Nicht gefährdet,,,,
4C8201EB-456A-4949-BCE9-B625B29B234A,LC,Nicht gefährdet,,,,
B856284E-9FA7-4ABD-944C-C368B39E991D,LC,Nicht gefährdet,,,,
0D82769D-56BD-4C0A-A742-5AF2900EA948,NT,Potenziell gefährdet,B2a,,,
ACD80D4D-38EA-4868-9FE3-12491B6404C1,NT,Potenziell gefährdet,B2b (iii),,,
101C1ECD-388E-4086-97DF-918567A81064,NT,Potenziell gefährdet,B2b (iii),,,
90442B1C-E1E6-451F-9EAE-3FE67A306929,NT,Potenziell gefährdet,,,,
1882BB7C-3355-4704-8C82-C18A958F38EA,NT,Potenziell gefährdet,B2b (iii),,,
3E5CEBE5-02AD-46B5-989C-716FE420CB07,NT,Potenziell gefährdet,"B2b (ii, iv)",,,
F555CB36-2C7E-4004-B445-662C98270555,NT,Potenziell gefährdet,,,,
66564863-20BF-4DCD-BF45-F95168E71078,NT,Potenziell gefährdet,B2b (iii),,,
AA6DB94F-C4B1-4CD5-BB71-89C7152B1C13,NT,Potenziell gefährdet,B2b (iii),,,
1531E629-1D94-40AF-B184-6AF183D82CC6,NT,Potenziell gefährdet,B2b (iii),,,
C9F954CB-4439-40CA-9B88-56EE7337C4E9,NT,Potenziell gefährdet,"B2b (iii, iv)",,,
44442DEC-524C-42D8-8D23-47595E6DC9CD,NT,Potenziell gefährdet,"B2b (iii, iv)",,,
B881E425-6CA4-46CD-A39B-26854B0AA134,NT,Potenziell gefährdet,B2b (iii),,,
6AAD4D70-3A23-4CD2-8870-234820E5E8FC,NT,Potenziell gefährdet,B2b (iii),,,
C3943508-1C3F-4CCC-8D45-DEAD81A60198,NT,Potenziell gefährdet,B2b (iii),,,
B03C5B95-163C-437D-87D9-3D8AA21429DC,NT,Potenziell gefährdet,B2b (iii),,,
59F75183-43F1-4407-AC3B-DF13DFB07327,NT,Potenziell gefährdet,B2b (iii),,,
F8C272B5-9DE2-4F73-9C5D-FCAA8EABBF94,NT,Potenziell gefährdet,B2b (iii),,,
14085053-B474-4C80-85AC-8EF6F0959432,NT,Potenziell gefährdet,B2b (iii),,,
A4E5DB1F-0E0C-4F5F-A8D1-6EE178492B4D,EN,Stark gefährdet,"B2a, B2b (i, ii, iii, iv)",Grosse Flüsse tieferer Lagen,Grandes rivières de plaine,Grandi fiumi delle basse quote
621DF722-1341-4F7B-A3F1-ACA1546D87C6,EN,Stark gefährdet,"B2b (ii, iii, iv)","Quellen, Bäche, Tessin","Sources, ruisseaux, Tessin","Sorgenti, ruscelli, Ticino"
26E99FC5-1465-4A2C-A3C7-8F87631B581A,EN,Stark gefährdet,"B2a, B2b (i, ii, iii, iv)",Flüsse am Alpenrand,Rivières en marge des Alpes,Fiumi ai margini delle Alpi
E5E39565-E403-4E2C-9762-D73DCFD7C229,EN,Stark gefährdet,"B2a, B2b (iii, iv)","Bäche und Flüsse, Alpensüdseite","Ruisseaux et rivières, Sud des Alpes","Ruscelli e fiumi, versante meridionale delle Alpi"
8A853EF2-4280-48F6-96EB-2ED8B514F319,EN,Stark gefährdet,"B2a, B2b (iii)","Bäche und Flüsse, Jura","Ruisseaux et rivières, Jura","Ruscelli e fiumi, Giura"
F4826793-4E5E-4DC2-8D4D-A8D10BBD7ABA,EN,Stark gefährdet,"B2a, B2b (ii, iii, iv)","Quellen, Quellbäche","Sources, ruisselets de source","Sorgenti, ruscelli sorgivi"
49F1BB27-6EB8-4E58-BABC-8A7F591F92C6,EN,Stark gefährdet,"B2b (ii, iii)","Quellen, kleinere Waldbäche, Tessin","Sources, petits ruisseaux forestiers Tessin","Sorgenti, piccoli ruscelli di foresta, Ticino"
06CAF9B3-318A-4D2D-9161-0912DD375DBA,EN,Stark gefährdet,"B2a, B2b (ii, iii, iv)","Quellbäche, kleine Bäche, oberhalb 1000m","Ruisselets de source, ruisseaux, au-dessus de 1000m","Ruscelli sorgivi, ruscelli piccoli, sopra i 1000m"
959D4370-46A8-4E7A-8B82-2DAB4936C387,EN,Stark gefährdet,"B2a, B2b (iii)","Quellen kleine Bäche, Westschweiz","Sources petits ruisseaux, Suisse occidentale","Sorgenti, piccoli ruscelli, Svizzera occidentale"
8E32A9F3-6EEB-4419-860E-FADD31E522E1,EN,Stark gefährdet,"B2a, B2b (ii, iii, iv)","Kleine Bäche, westlicher Alpenbogen  ","Petits ruisseaux, Alpes occidentales ","Ruscelli piccoli, arco alpino occidentale "
783DC0B3-D372-4DBF-9E38-F605DE550587,EN,Stark gefährdet,"B2a, B2b (ii, iii, iv)","Bäche, Seen","Ruisseaux, lacs","Ruscelli, laghi"
03563F43-61E8-4587-91A0-841134F0288E,EN,Stark gefährdet,"B2a, B2b (iii, iv)","Kleine Bäche, Tessin","Petits ruisseaux, Tessin","Ruscelli piccoli, Ticino"
AB90726C-1E6D-4422-8FA5-3F0F1A93E3E6,EN,Stark gefährdet,"B2a, B2b (iii)","Quellen, kleine Bäche","Sources, petits ruisseaux","Sorgenti, ruscelli piccoli"
434D64D5-DD1B-4E96-8D6D-C207CD455A2E,EN,Stark gefährdet,"B2a, B2b (i, ii, iii, iv)","Grössere Flüsse, Mittelland",Grandes rivières du Plateau,Grandi fiumi dell’Altopiano
4F22BD13-DAAA-4EA8-A1C9-91628C32B747,DD,Ungenügende Datengrundlage,,"Erstnachweis 2003, Quellen, Quellbäche, Alpensüdseite",,
DA01BF82-3D92-4CAC-A535-10445C3E07DB,VU,Verletzlich,"B2b (ii, iii)","Bäche, Flüsse","Ruisseaux, rivières","Ruscelli, fiumi"
F0C638FA-D21B-4C19-A195-FC23B022368A,VU,Verletzlich,"B2a, B2b (iii)","Kleine Bäche, auch trockenfallende","Petits ruisseaux, aussi temporaires","Ruscelli piccoli, anche temporanei"
33ED1C94-DF8A-4771-826F-ED9003D3CA2E,VU,Verletzlich,"B2a, B2b (i, ii, iii, iv)","Bäche, Flüsse","Ruisseaux, rivières","Ruscelli, fiumi"
5497F775-2761-4C58-8DD5-625EDD7D6E2B,VU,Verletzlich,"B2a, B2b (iii)",,,
198D6667-0682-4C94-BC8B-2A84BDC9D407,VU,Verletzlich,"B2a, B2b (iii)",,,
C78A1955-E03C-4977-BA10-C63D04713817,VU,Verletzlich,"B2a, B2b (ii, iv)",,,
F875072F-D5E4-4CD4-B368-0C9FE79450D8,VU,Verletzlich,"B2a, B2b (ii, iii)","Quellbäche, Bäche","Ruisselets de source, ruisseaux","Ruscelli sorgivi, ruscelli"
1A429A5C-1943-455D-9F37-14C682CE48A6,VU,Verletzlich,"B2a, B2b (iii)","Quellbäche, Bäche","Ruisselets de source, ruisseaux","Ruscelli sorgivi, ruscelli"
8477B75C-0DED-4AA5-A012-C6911BB965CF,VU,Verletzlich,"B2a, B2b (iii)","Bäche und Flüsse, Alpen","Ruisseaux et rivières, Alpes","Ruscelli e fiumi, Alpi"
47E9741A-7688-4BC1-957A-2E51D8280641,VU,Verletzlich,"B2a, B2b (ii, iii)",,,
CE12903E-DD75-4C61-920B-7B9BF7E7674B,VU,Verletzlich,"B2a, B2b (iii)","Quellbäche, Bäche, Alpen","Ruisselets de source, ruisseaux, Alpes","Ruscelli sorgivi, ruscelli, Alpi"
9A11F592-B727-4768-B661-8E991823A31A,VU,Verletzlich,"B2a, B2b (iii)","Flüsse, Voralpen","Rivières, Préalpes","Fiumi, Prealpi"
E175978E-FCC4-4410-917F-CBDFA39FB0A3,CR,Vom Aussterben bedroht,"B2a, B2b (i, ii, iii, iv)","Grosse Flüsse, Mittelland",Grandes rivières du Plateau,Grandi fiumi dell’Altopiano
B8507551-39D1-4601-A90D-9B87FF4CAE88,CR,Vom Aussterben bedroht,"B2a, B2b (iii, iv)","Quellen, Quellbäche, Alpen","Sources, ruisselets de source, Alpes","Sorgenti, ruscelli sorgivi, Alpi"
C5A62A70-8D0F-496A-B043-30CEAA5F34AD,CR,Vom Aussterben bedroht,"B2a, B2b (iii, iv)","Quellen, kleine Bäche oberhalb 1800m, Alpen","Sources, petits ruisseaux au-dessus de 1800m, Alpes","Sorgenti, piccoli ruscelli sopra i 1800m, Alpi"
317E160A-25AE-4B0F-8558-4EF557B6AFC0,CR,Vom Aussterben bedroht,"B2a, B2b (ii, iii, iv)","Kleine Bäche, Alpen  ","Petits ruisseaux, Alpes ","Ruscelli piccoli, Alpi "
EA141A47-7868-4A42-93EB-B952D5568275,CR,Vom Aussterben bedroht,"B2a, B2b (iii)","Quellen, Quellbäche","Sources, ruisselets de source","Sorgenti, ruscelli sorgivi"
5CFB1B3A-4537-45C0-A968-363C3B42A222,CR,Vom Aussterben bedroht,"B2a, B2b (iii)","Quellbäche, kleine Bäche","Ruisselets de source, petits ruisseaux","Ruscelli sorgivi, ruscelli piccoli"
92CADF2D-44DA-446D-BAD3-A4B5457CDC72,CR,Vom Aussterben bedroht,"B2a, B2b (iii, iv), B2c (ii, iv)",Moortümpel,Mares de tourbière,Stagni palustri
B0A2F5A6-8495-4856-ABC6-586448FC9CDB,CR,Vom Aussterben bedroht,"B2a, B2b (iii, iv)","Quellen, Quellbäche und kleine Bäche","Sources, ruisselets de source et petits ruisseaux","Sorgenti, ruscelli sorgivi e ruscelli piccoli"
92A5D916-FBE6-4085-B239-D498DA86BFDD,CR,Vom Aussterben bedroht,"B2a, B2b (ii, iii, iv)","Quellen, Quellbäche, östlicher  Alpenbogen","Sources, ruisselets de source, Alpes orientales","Sorgenti, ruscelli sorgivi, arco alpino orientale"
A653F421-76AE-4AF4-BAEA-025C53BFEAB7,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1909; Moorgewässer,Dernière mention 1909; gouilles de marais,Ultimo rilevamento 1909; acque palustri e torbose
0F4D6B4E-2D56-445B-9B6F-D15E4A680A19,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1944; Seen,Dernière mention 1944; lacs,Ultimo rilevamento 1944; laghi
49F8D5B6-86A1-48F3-8DE1-C9D823F2BE2B,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1900; Flüsse Mittellland,Dernière mention 1900; rivières du Plateau,Ultimo rilevamento 1900; fiumi dell’Altopiano
7942E625-E088-4BF0-A598-3C52DCC92BEB,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1916; grosse Flüsse Mittelland,"Dernière mention 1916; grandes rivières, Plateau",Ultimo rilevamento 1916; grandi fiumi dell’Altopiano
D7CA3296-EF91-46F0-8556-914D82FF5F30,RE,In der Schweiz ausgestorben,,Einziger Nachweis 1896,Unique mention 1896,Unico rilevamento 1896
12995603-3D1F-4753-B800-FA7203731B4D,RE,In der Schweiz ausgestorben,,"Letzter Nachweis 1944, grosse Flüsse Mittelland","Dernière mention 1944, grandes rivières Plateau","Ultimo rilevamento 1944, grandi fiumi dell’Altopiano"
86C5B6DF-E87B-4471-A9D8-2A9631AAF17C,RE,In der Schweiz ausgestorben,,Einziger Nachweis 1888,Unique mention 1888,Unico rilevamento 1888
BFDEB99F-4244-47DE-9FAF-75155CEDA1DC,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1900; Kleinseen,"Dernière mention 1900; petits lacs, eurosibérien",Ultimo rilevamento 1900; laghi piccoli; eurosiberiana
6291897B-41D4-49AF-BEE4-5A2F3A286B7E,RE,In der Schweiz ausgestorben,,Einziger Nachweis 1900; grosse Flüsse Mittelland,Seule mention 1900; grandes rivières Plateau,Unico rilevamento 1900; grandi fiumi dell’Altopiano
44552073-4FAC-4DA9-B928-83D28EA5BC8D,RE,In der Schweiz ausgestorben,,"Einziger Nachweis 1888, Quellbäche","Seule mention 1888, ruisselets de source","Unico rilevamento 1888, ruscelli sorgivi"
D4EAB7A2-6AAC-4903-BE6B-06F628AA1CE6,RE,In der Schweiz ausgestorben,,letzter Nachweis 1914; Flüsse Mittelland,Dernière mention 1914; rivières Plateau,Ultimo rilevamento 1914; fiumi dell’Altopiano
B90399AF-ACB6-427C-8FFB-A3A79186870F,RE,In der Schweiz ausgestorben,,Letzter Nachweis 1944,Dernière mention 1944,Ultimo rilevamento 1944
B223DBCD-F0A3-4D47-AFBA-9F1059DABFFC,RE,In der Schweiz ausgestorben,,"Einziger Nachweis 1888, grosse Flüsse","Unique mention 1888, grandes rivières","Unico rilevamento 1888, grandi fiumi "
